S. No.,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
4683,03/09/2020,Manipur,6507,1871,4607,29
4684,04/09/2020,Manipur,6609,1803,4774,32
4685,05/09/2020,Manipur,6699,1765,4899,35
4686,06/09/2020,Manipur,6883,1872,4975,36
4687,07/09/2020,Manipur,7022,1820,5164,38
4688,08/09/2020,Manipur,7106,1710,5358,38
4689,09/09/2020,Manipur,7202,1683,5480,39
4690,10/09/2020,Manipur,7362,1774,5548,40
4691,11/09/2020,Manipur,7470,1633,5793,44
4692,12/09/2020,Manipur,7579,1533,6002,44
4693,13/09/2020,Manipur,7731,1584,6102,45
4694,14/09/2020,Manipur,7875,1638,6191,46
4695,15/09/2020,Manipur,7971,1585,6340,46
4696,16/09/2020,Manipur,8210,1745,6418,47
4697,17/09/2020,Manipur,8320,1751,6521,48
4698,18/09/2020,Manipur,8430,1841,6538,51
4699,19/09/2020,Manipur,8607,1926,6629,52
4700,20/09/2020,Manipur,8724,1946,6723,55
4701,21/09/2020,Manipur,8894,2070,6767,57
4702,22/09/2020,Manipur,9010,2113,6838,59
4703,23/09/2020,Manipur,9280,2333,6887,60
4704,24/09/2020,Manipur,9376,2206,7108,62
4705,25/09/2020,Manipur,9537,2106,7369,62
4706,26/09/2020,Manipur,9791,2126,7602,63
4707,27/09/2020,Manipur,10051,2306,7681,64
4708,28/09/2020,Manipur,10299,2359,7876,64
4709,29/09/2020,Manipur,10477,2431,7982,64
4710,30/09/2020,Manipur,10746,2642,8039,65
4711,01/10/2020,Manipur,10983,2456,8460,67
4712,02/10/2020,Manipur,11111,2402,8641,68
4713,03/10/2020,Manipur,11397,2336,8992,69
4714,04/10/2020,Manipur,11649,2497,9081,71
4715,05/10/2020,Manipur,11855,2576,9205,74
4716,06/10/2020,Manipur,12105,2696,9334,75
4717,07/10/2020,Manipur,12240,2680,9482,78
4718,08/10/2020,Manipur,12489,2805,9604,80
4719,09/10/2020,Manipur,12679,2877,9719,83
4720,10/10/2020,Manipur,12810,2858,9866,86
4721,11/10/2020,Manipur,13092,2608,10396,88
4722,12/10/2020,Manipur,13326,2731,10504,91
4723,13/10/2020,Manipur,13556,2756,10707,93
4724,14/10/2020,Manipur,13793,2867,10829,97
4725,15/10/2020,Manipur,14094,3076,10915,103
4726,16/10/2020,Manipur,14378,3193,11081,104
4727,17/10/2020,Manipur,14715,3361,11245,109
4728,18/10/2020,Manipur,15141,3587,11443,111
4729,15/04/2020,Meghalaya,1,1,0,0
4730,16/04/2020,Meghalaya,7,6,0,1
4731,17/04/2020,Meghalaya,7,6,0,1
4732,18/04/2020,Meghalaya,9,8,0,1
4733,19/04/2020,Meghalaya,11,10,0,1
4734,20/04/2020,Meghalaya,11,10,0,1
4735,21/04/2020,Meghalaya,11,10,0,1
4736,22/04/2020,Meghalaya,12,11,0,1
4737,23/04/2020,Meghalaya,12,11,0,1
4738,24/04/2020,Meghalaya,12,11,0,1
4739,25/04/2020,Meghalaya,12,11,0,1
4740,26/04/2020,Meghalaya,12,11,0,1
4741,27/04/2020,Meghalaya,12,11,0,1
4742,28/04/2020,Meghalaya,12,11,0,1
4743,29/04/2020,Meghalaya,12,11,0,1
4744,30/04/2020,Meghalaya,12,11,0,1
4745,01/05/2020,Meghalaya,12,11,0,1
4746,02/05/2020,Meghalaya,12,11,0,1
4747,03/05/2020,Meghalaya,12,11,0,1
4748,04/05/2020,Meghalaya,12,11,0,1
4749,05/05/2020,Meghalaya,12,11,0,1
4750,06/05/2020,Meghalaya,12,1,10,1
4751,07/05/2020,Meghalaya,12,1,10,1
4752,08/05/2020,Meghalaya,12,1,10,1
4753,09/05/2020,Meghalaya,12,1,10,1
4754,10/05/2020,Meghalaya,13,2,10,1
4755,11/05/2020,Meghalaya,13,2,10,1
4756,12/05/2020,Meghalaya,13,2,10,1
4757,13/05/2020,Meghalaya,13,2,10,1
4758,14/05/2020,Meghalaya,13,2,10,1
4759,15/05/2020,Meghalaya,13,1,11,1
4760,16/05/2020,Meghalaya,13,1,11,1
4761,17/05/2020,Meghalaya,13,1,11,1
4762,18/05/2020,Meghalaya,13,1,11,1
4763,19/05/2020,Meghalaya,13,1,11,1
4764,20/05/2020,Meghalaya,13,0,12,1
4765,21/05/2020,Meghalaya,14,1,12,1
4766,22/05/2020,Meghalaya,14,1,12,1
4767,23/05/2020,Meghalaya,14,1,12,1
4768,24/05/2020,Meghalaya,14,1,12,1
4769,25/05/2020,Meghalaya,14,1,12,1
4770,26/05/2020,Meghalaya,14,1,12,1
4771,27/05/2020,Meghalaya,15,2,12,1
4772,28/05/2020,Meghalaya,20,7,12,1
4773,29/05/2020,Meghalaya,21,8,12,1
4774,30/05/2020,Meghalaya,27,14,12,1
4775,31/05/2020,Meghalaya,27,14,12,1
4776,01/06/2020,Meghalaya,27,14,12,1
4777,02/06/2020,Meghalaya,27,14,12,1
4778,03/06/2020,Meghalaya,27,14,12,1
4779,04/06/2020,Meghalaya,33,19,13,1
4780,05/06/2020,Meghalaya,33,19,13,1
4781,06/06/2020,Meghalaya,33,19,13,1
4782,07/06/2020,Meghalaya,33,19,13,1
4783,08/06/2020,Meghalaya,36,22,13,1
4784,09/06/2020,Meghalaya,36,22,13,1
4785,10/06/2020,Meghalaya,43,29,13,1
4786,11/06/2020,Meghalaya,44,30,13,1
4787,12/06/2020,Meghalaya,44,25,18,1
4788,13/06/2020,Meghalaya,44,21,22,1
4789,14/06/2020,Meghalaya,44,21,22,1
4790,15/06/2020,Meghalaya,44,18,25,1
4791,16/06/2020,Meghalaya,44,18,25,1
4792,17/06/2020,Meghalaya,44,18,25,1
4793,18/06/2020,Meghalaya,44,13,30,1
4794,19/06/2020,Meghalaya,44,13,30,1
4795,20/06/2020,Meghalaya,44,10,33,1
4796,21/06/2020,Meghalaya,44,10,33,1
4797,22/06/2020,Meghalaya,44,10,33,1
4798,23/06/2020,Meghalaya,44,6,37,1
4799,24/06/2020,Meghalaya,46,8,37,1
4800,25/06/2020,Meghalaya,46,3,42,1
4801,26/06/2020,Meghalaya,46,3,42,1
4802,27/06/2020,Meghalaya,47,4,42,1
4803,28/06/2020,Meghalaya,47,4,42,1
4804,29/06/2020,Meghalaya,47,4,42,1
4805,30/06/2020,Meghalaya,47,4,42,1
4806,01/07/2020,Meghalaya,52,9,42,1
4807,02/07/2020,Meghalaya,52,9,42,1
4808,03/07/2020,Meghalaya,56,13,42,1
4809,04/07/2020,Meghalaya,62,18,43,1
4810,05/07/2020,Meghalaya,62,18,43,1
4811,06/07/2020,Meghalaya,62,18,43,1
4812,07/07/2020,Meghalaya,80,36,43,1
4813,08/07/2020,Meghalaya,80,36,43,1
4814,09/07/2020,Meghalaya,80,36,43,1
4815,10/07/2020,Meghalaya,113,45,66,2
4816,11/07/2020,Meghalaya,207,139,66,2
4817,12/07/2020,Meghalaya,207,139,66,2
4818,13/07/2020,Meghalaya,306,238,66,2
4819,14/07/2020,Meghalaya,318,250,66,2
4820,15/07/2020,Meghalaya,318,250,66,2
4821,16/07/2020,Meghalaya,346,278,66,2
4822,17/07/2020,Meghalaya,377,309,66,2
4823,18/07/2020,Meghalaya,403,335,66,2
4824,19/07/2020,Meghalaya,418,350,66,2
4825,20/07/2020,Meghalaya,450,382,66,2
4826,21/07/2020,Meghalaya,466,396,66,4
4827,22/07/2020,Meghalaya,490,416,70,4
4828,23/07/2020,Meghalaya,514,433,77,4
4829,24/07/2020,Meghalaya,534,452,78,4
4830,25/07/2020,Meghalaya,588,496,87,5
4831,26/07/2020,Meghalaya,646,547,94,5
4832,27/07/2020,Meghalaya,702,562,135,5
4833,28/07/2020,Meghalaya,738,547,186,5
4834,29/07/2020,Meghalaya,779,580,194,5
4835,30/07/2020,Meghalaya,784,572,207,5
4836,31/07/2020,Meghalaya,803,588,210,5
4837,01/08/2020,Meghalaya,823,603,215,5
4838,02/08/2020,Meghalaya,856,599,252,5
4839,03/08/2020,Meghalaya,874,605,264,5
4840,04/08/2020,Meghalaya,902,633,264,5
4841,05/08/2020,Meghalaya,917,582,330,5
4842,06/08/2020,Meghalaya,929,594,330,5
4843,07/08/2020,Meghalaya,990,640,345,5
4844,08/08/2020,Meghalaya,1006,590,411,5
4845,09/08/2020,Meghalaya,1023,594,423,6
4846,10/08/2020,Meghalaya,1062,566,490,6
4847,11/08/2020,Meghalaya,1114,610,498,6
4848,12/08/2020,Meghalaya,1136,621,509,6
4849,13/08/2020,Meghalaya,1179,656,517,6
4850,14/08/2020,Meghalaya,1193,640,547,6
4851,15/08/2020,Meghalaya,1228,641,581,6
4852,16/08/2020,Meghalaya,1292,690,596,6
4853,17/08/2020,Meghalaya,1374,693,675,6
4854,18/08/2020,Meghalaya,1418,733,679,6
4855,19/08/2020,Meghalaya,1457,766,685,6
4856,20/08/2020,Meghalaya,1506,806,694,6
4857,21/08/2020,Meghalaya,1661,925,730,6
4858,22/08/2020,Meghalaya,1718,963,749,6
4859,23/08/2020,Meghalaya,1811,1035,769,7
4860,24/08/2020,Meghalaya,1917,1133,776,8
4861,25/08/2020,Meghalaya,1976,1179,789,8
4862,26/08/2020,Meghalaya,2018,1178,832,8
4863,27/08/2020,Meghalaya,2050,1168,874,8
4864,28/08/2020,Meghalaya,2129,1222,899,8
4865,29/08/2020,Meghalaya,2240,1272,958,10
4866,30/08/2020,Meghalaya,2283,1238,1035,10
4867,31/08/2020,Meghalaya,2343,1284,1049,10
4868,01/09/2020,Meghalaya,2368,1196,1162,10
4869,02/09/2020,Meghalaya,2440,1193,1235,12
4870,03/09/2020,Meghalaya,2517,1186,1318,13
4871,04/09/2020,Meghalaya,2626,1220,1393,13
4872,05/09/2020,Meghalaya,2734,1252,1468,14
4873,06/09/2020,Meghalaya,2916,1374,1527,15
4874,07/09/2020,Meghalaya,3005,1433,1556,16
4875,08/09/2020,Meghalaya,3034,1457,1560,17
4876,09/09/2020,Meghalaya,3076,1343,1716,17
4877,10/09/2020,Meghalaya,3197,1355,1823,19
4878,11/09/2020,Meghalaya,3296,1434,1842,20
4879,12/09/2020,Meghalaya,3447,1534,1889,24
4880,13/09/2020,Meghalaya,3615,1570,2020,25
4881,14/09/2020,Meghalaya,3724,1623,2075,26
4882,15/09/2020,Meghalaya,3864,1686,2151,27
4883,16/09/2020,Meghalaya,4036,1818,2190,28
4884,17/09/2020,Meghalaya,4195,1902,2264,29
4885,18/09/2020,Meghalaya,4356,1983,2342,31
4886,19/09/2020,Meghalaya,4445,1976,2437,32
4887,20/09/2020,Meghalaya,4557,2038,2483,36
4888,21/09/2020,Meghalaya,4660,2111,2513,36
4889,22/09/2020,Meghalaya,4733,2169,2527,37
4890,23/09/2020,Meghalaya,4791,2047,2706,38
4891,24/09/2020,Meghalaya,4961,2060,2859,42
4892,25/09/2020,Meghalaya,5078,1977,3058,43
4893,26/09/2020,Meghalaya,5158,1772,3343,43
4894,27/09/2020,Meghalaya,5212,1515,3654,43
4895,28/09/2020,Meghalaya,5302,1480,3779,43
4896,29/09/2020,Meghalaya,5362,1448,3868,46
4897,30/09/2020,Meghalaya,5463,1476,3940,47
4898,01/10/2020,Meghalaya,5639,1615,3975,49
4899,02/10/2020,Meghalaya,5802,1750,4001,51
4900,03/10/2020,Meghalaya,6033,1755,4226,52
4901,04/10/2020,Meghalaya,6456,2083,4319,54
4902,05/10/2020,Meghalaya,6656,2209,4393,54
4903,06/10/2020,Meghalaya,6767,2217,4491,59
4904,07/10/2020,Meghalaya,7037,2371,4606,60
4905,08/10/2020,Meghalaya,7165,2411,4694,60
4906,09/10/2020,Meghalaya,7261,2369,4832,60
4907,10/10/2020,Meghalaya,7388,2424,4903,61
4908,11/10/2020,Meghalaya,7544,2437,5045,62
4909,12/10/2020,Meghalaya,7683,2478,5142,63
4910,13/10/2020,Meghalaya,7771,2434,5273,64
4911,14/10/2020,Meghalaya,7838,2367,5406,65
4912,15/10/2020,Meghalaya,7991,2339,5582,70
4913,16/10/2020,Meghalaya,8164,2445,5646,73
4914,17/10/2020,Meghalaya,8303,2493,5735,75
4915,18/10/2020,Meghalaya,8404,2295,6034,75
4916,26/03/2020,Mizoram,1,1,0,0
4917,27/03/2020,Mizoram,1,1,0,0
4918,28/03/2020,Mizoram,1,1,0,0
4919,29/03/2020,Mizoram,1,1,0,0
4920,30/03/2020,Mizoram,1,1,0,0
4921,31/03/2020,Mizoram,1,1,0,0
4922,01/04/2020,Mizoram,1,1,0,0
4923,02/04/2020,Mizoram,1,1,0,0
4924,03/04/2020,Mizoram,1,1,0,0
4925,04/04/2020,Mizoram,1,1,0,0
4926,05/04/2020,Mizoram,1,1,0,0
4927,06/04/2020,Mizoram,1,1,0,0
4928,07/04/2020,Mizoram,1,1,0,0
4929,08/04/2020,Mizoram,1,1,0,0
4930,09/04/2020,Mizoram,1,1,0,0
4931,10/04/2020,Mizoram,1,1,0,0
4932,11/04/2020,Mizoram,1,1,0,0
4933,12/04/2020,Mizoram,1,1,0,0
4934,13/04/2020,Mizoram,1,1,0,0
4935,14/04/2020,Mizoram,1,1,0,0
4936,15/04/2020,Mizoram,1,1,0,0
4937,16/04/2020,Mizoram,1,1,0,0
4938,17/04/2020,Mizoram,1,1,0,0
4939,18/04/2020,Mizoram,1,1,0,0
4940,19/04/2020,Mizoram,1,1,0,0
4941,20/04/2020,Mizoram,1,1,0,0
4942,21/04/2020,Mizoram,1,1,0,0
4943,22/04/2020,Mizoram,1,1,0,0
4944,23/04/2020,Mizoram,1,1,0,0
4945,24/04/2020,Mizoram,1,1,0,0
4946,25/04/2020,Mizoram,1,1,0,0
4947,26/04/2020,Mizoram,1,1,0,0
4948,27/04/2020,Mizoram,1,1,0,0
4949,28/04/2020,Mizoram,1,1,0,0
4950,29/04/2020,Mizoram,1,1,0,0
4951,30/04/2020,Mizoram,1,1,0,0
4952,01/05/2020,Mizoram,1,1,0,0
4953,02/05/2020,Mizoram,1,1,0,0
4954,03/05/2020,Mizoram,1,1,0,0
4955,04/05/2020,Mizoram,1,1,0,0
4956,05/05/2020,Mizoram,1,1,0,0
4957,06/05/2020,Mizoram,1,1,0,0
4958,07/05/2020,Mizoram,1,1,0,0
4959,08/05/2020,Mizoram,1,1,0,0
4960,09/05/2020,Mizoram,1,1,0,0
4961,10/05/2020,Mizoram,1,0,1,0
4962,11/05/2020,Mizoram,1,0,1,0
4963,12/05/2020,Mizoram,1,0,1,0
4964,13/05/2020,Mizoram,1,0,1,0
4965,14/05/2020,Mizoram,1,0,1,0
4966,15/05/2020,Mizoram,1,0,1,0
4967,16/05/2020,Mizoram,1,0,1,0
4968,17/05/2020,Mizoram,1,0,1,0
4969,18/05/2020,Mizoram,1,0,1,0
4970,19/05/2020,Mizoram,1,0,1,0
4971,20/05/2020,Mizoram,1,0,1,0
4972,21/05/2020,Mizoram,1,0,1,0
4973,22/05/2020,Mizoram,1,0,1,0
4974,23/05/2020,Mizoram,1,0,1,0
4975,24/05/2020,Mizoram,1,0,1,0
4976,25/05/2020,Mizoram,1,0,1,0
4977,26/05/2020,Mizoram,1,0,1,0
4978,27/05/2020,Mizoram,1,0,1,0
4979,28/05/2020,Mizoram,1,0,1,0
4980,29/05/2020,Mizoram,1,0,1,0
4981,30/05/2020,Mizoram,1,0,1,0
4982,31/05/2020,Mizoram,1,0,1,0
4983,01/06/2020,Mizoram,1,0,1,0
4984,02/06/2020,Mizoram,1,0,1,0
4985,03/06/2020,Mizoram,13,12,1,0
4986,04/06/2020,Mizoram,14,13,1,0
4987,05/06/2020,Mizoram,17,16,1,0
4988,06/06/2020,Mizoram,22,21,1,0
4989,07/06/2020,Mizoram,24,23,1,0
4990,08/06/2020,Mizoram,34,33,1,0
4991,09/06/2020,Mizoram,42,41,1,0
4992,10/06/2020,Mizoram,88,87,1,0
4993,11/06/2020,Mizoram,93,92,1,0
4994,12/06/2020,Mizoram,102,101,1,0
4995,13/06/2020,Mizoram,104,103,1,0
4996,14/06/2020,Mizoram,107,106,1,0
4997,15/06/2020,Mizoram,112,111,1,0
4998,16/06/2020,Mizoram,117,116,1,0
4999,17/06/2020,Mizoram,121,120,1,0
5000,18/06/2020,Mizoram,121,120,1,0
5001,19/06/2020,Mizoram,130,129,1,0
5002,20/06/2020,Mizoram,130,129,1,0
5003,21/06/2020,Mizoram,140,131,9,0
5004,22/06/2020,Mizoram,141,132,9,0
5005,23/06/2020,Mizoram,141,132,9,0
5006,24/06/2020,Mizoram,142,133,9,0
5007,25/06/2020,Mizoram,142,123,19,0
5008,26/06/2020,Mizoram,145,115,30,0
5009,27/06/2020,Mizoram,145,115,30,0
5010,28/06/2020,Mizoram,148,93,55,0
5011,29/06/2020,Mizoram,148,93,55,0
5012,30/06/2020,Mizoram,148,93,55,0
5013,01/07/2020,Mizoram,160,38,122,0
5014,02/07/2020,Mizoram,160,37,123,0
5015,03/07/2020,Mizoram,162,36,126,0
5016,04/07/2020,Mizoram,162,36,126,0
5017,05/07/2020,Mizoram,164,34,130,0
5018,06/07/2020,Mizoram,186,56,130,0
5019,07/07/2020,Mizoram,197,64,133,0
5020,08/07/2020,Mizoram,197,64,133,0
5021,09/07/2020,Mizoram,197,64,133,0
5022,10/07/2020,Mizoram,197,64,133,0
5023,11/07/2020,Mizoram,226,83,143,0
5024,12/07/2020,Mizoram,227,77,150,0
5025,13/07/2020,Mizoram,231,81,150,0
5026,14/07/2020,Mizoram,233,82,151,0
5027,15/07/2020,Mizoram,238,79,159,0
5028,16/07/2020,Mizoram,238,79,159,0
5029,17/07/2020,Mizoram,272,112,160,0
5030,18/07/2020,Mizoram,282,122,160,0
5031,19/07/2020,Mizoram,284,117,167,0
5032,20/07/2020,Mizoram,284,117,167,0
5033,21/07/2020,Mizoram,297,129,168,0
5034,22/07/2020,Mizoram,317,149,168,0
5035,23/07/2020,Mizoram,317,138,179,0
5036,24/07/2020,Mizoram,332,149,183,0
5037,25/07/2020,Mizoram,361,178,183,0
5038,26/07/2020,Mizoram,361,178,183,0
5039,27/07/2020,Mizoram,361,168,193,0
5040,28/07/2020,Mizoram,384,191,193,0
5041,29/07/2020,Mizoram,384,186,198,0
5042,30/07/2020,Mizoram,398,183,215,0
5043,31/07/2020,Mizoram,408,174,234,0
5044,01/08/2020,Mizoram,412,165,247,0
5045,02/08/2020,Mizoram,468,215,253,0
5046,03/08/2020,Mizoram,482,224,258,0
5047,04/08/2020,Mizoram,501,235,266,0
5048,05/08/2020,Mizoram,504,222,282,0
5049,06/08/2020,Mizoram,537,251,286,0
5050,07/08/2020,Mizoram,539,251,288,0
5051,08/08/2020,Mizoram,566,277,289,0
5052,09/08/2020,Mizoram,593,297,296,0
5053,10/08/2020,Mizoram,620,322,298,0
5054,11/08/2020,Mizoram,623,300,323,0
5055,12/08/2020,Mizoram,648,325,323,0
5056,13/08/2020,Mizoram,649,319,330,0
5057,14/08/2020,Mizoram,649,306,343,0
5058,15/08/2020,Mizoram,657,309,348,0
5059,16/08/2020,Mizoram,777,421,356,0
5060,17/08/2020,Mizoram,789,418,371,0
5061,18/08/2020,Mizoram,789,417,372,0
5062,19/08/2020,Mizoram,860,481,379,0
5063,20/08/2020,Mizoram,873,489,384,0
5064,21/08/2020,Mizoram,895,493,402,0
5065,22/08/2020,Mizoram,903,483,420,0
5066,23/08/2020,Mizoram,917,494,423,0
5067,24/08/2020,Mizoram,918,459,459,0
5068,25/08/2020,Mizoram,953,492,461,0
5069,26/08/2020,Mizoram,967,503,464,0
5070,27/08/2020,Mizoram,967,494,473,0
5071,28/08/2020,Mizoram,974,474,500,0
5072,29/08/2020,Mizoram,1003,494,509,0
5073,30/08/2020,Mizoram,1008,424,584,0
5074,31/08/2020,Mizoram,1011,422,589,0
5075,01/09/2020,Mizoram,1011,420,591,0
5076,02/09/2020,Mizoram,1020,408,612,0
5077,03/09/2020,Mizoram,1020,359,661,0
5078,04/09/2020,Mizoram,1040,369,671,0
5079,05/09/2020,Mizoram,1046,363,683,0
5080,06/09/2020,Mizoram,1062,344,718,0
5081,07/09/2020,Mizoram,1114,380,734,0
5082,08/09/2020,Mizoram,1114,379,735,0
5083,09/09/2020,Mizoram,1123,378,745,0
5084,10/09/2020,Mizoram,1192,442,750,0
5085,11/09/2020,Mizoram,1333,583,750,0
5086,12/09/2020,Mizoram,1379,589,790,0
5087,13/09/2020,Mizoram,1414,591,823,0
5088,14/09/2020,Mizoram,1428,598,830,0
5089,15/09/2020,Mizoram,1468,549,919,0
5090,16/09/2020,Mizoram,1480,558,922,0
5091,17/09/2020,Mizoram,1506,567,939,0
5092,18/09/2020,Mizoram,1534,585,949,0
5093,19/09/2020,Mizoram,1548,575,973,0
5094,20/09/2020,Mizoram,1578,588,990,0
5095,21/09/2020,Mizoram,1585,583,1002,0
5096,22/09/2020,Mizoram,1692,680,1012,0
5097,23/09/2020,Mizoram,1713,690,1023,0
5098,24/09/2020,Mizoram,1713,618,1095,0
5099,25/09/2020,Mizoram,1786,681,1105,0
5100,26/09/2020,Mizoram,1835,546,1289,0
5101,27/09/2020,Mizoram,1865,549,1316,0
5102,28/09/2020,Mizoram,1908,535,1373,0
5103,29/09/2020,Mizoram,1958,499,1459,0
5104,30/09/2020,Mizoram,1986,410,1576,0
5105,01/10/2020,Mizoram,2017,420,1597,0
5106,02/10/2020,Mizoram,2049,328,1721,0
5107,03/10/2020,Mizoram,2103,344,1759,0
5108,04/10/2020,Mizoram,2120,348,1772,0
5109,05/10/2020,Mizoram,2120,313,1807,0
5110,06/10/2020,Mizoram,2128,291,1837,0
5111,07/10/2020,Mizoram,2148,261,1887,0
5112,08/10/2020,Mizoram,2150,231,1919,0
5113,09/10/2020,Mizoram,2157,220,1937,0
5114,10/10/2020,Mizoram,2162,188,1974,0
5115,11/10/2020,Mizoram,2175,191,1984,0
5116,12/10/2020,Mizoram,2184,174,2010,0
5117,13/10/2020,Mizoram,2202,156,2046,0
